49.03,9.07,5.2,2.0
56.51,11.92,6.02,3.0
42.44,11.03,5.83,1.0
38.49,9.86,5.08,2.0
39.75,10.44,4.9,3.0
35.52,9.46,4.09,2.0
30.76,7.9,4.27,3.0
28.59,6.61,4.18,2.0
27.1,5.75,4.21,2.0
25.38,4.68,3.82,2.0
26.86,4.44,3.82,3.0
30.72,4.1,3.7,2.0
34.79,3.96,3.53,2.0
36.48,4.15,3.67,2.0
39.11,3.92,3.4,2.0
38.87,4.02,3.49,3.0
38.85,3.71,3.11,2.0
25.04,3.49,2.83,3.0
8.83,3.55,2.75,3.0
8.99,3.95,2.97,2.0
8.15,3.87,2.89,2.0
9.13,4.14,2.84,2.0
26.8,6.12,2.8,2.0
29.7,6.02,2.47,2.0
40.0,6.9,2.44,3.0
66.0,6.68,2.28,2.0
70.4,8.58,2.57,3.0
18.4,8.81,2.46,2.0
11.8,7.98,2.16,2.0
16.0,7.06,3.17,3.0
11.92,6.89,2.21,1.0
52.64,9.48,1.71,3.0
540.77,8.71,17.8,1.0
60.17,15.58,38.02,1.0
50.53,14.97,40.7,1.0
75.42,18.01,47.67,2.0
86.72,15.05,39.96,2.0
443.9,21.67,47.35,3.0
651.57,20.19,50.01,2.0
17.65,2.86,8.87,2.0
16.69,2.84,8.43,2.0
10.09,2.73,8.54,2.0
13.11,3.02,7.65,2.0
14.55,3.65,8.59,3.0
17.28,4.44,10.51,2.0
44.89,4.1,10.7,1.0
41.78,4.41,11.8,2.0
46.17,3.88,12.5,2.0
42.11,4.24,10.38,2.0
47.2,4.0,11.12,3.0
26.13,4.04,8.88,2.0
24.92,3.32,8.41,2.0
19.6,3.8,6.7,2.0
20.58,4.23,7.69,3.0
31.63,4.45,6.83,1.0
33.26,4.25,7.04,2.0
31.57,3.47,6.6,2.0
28.68,3.94,5.22,2.0
26.53,3.79,5.95,3.0
25.94,3.92,5.7,1.0
27.55,3.74,5.98,2.0
26.73,3.73,5.63,2.0
34.15,3.68,5.53,2.0
33.46,3.4,5.51,2.0
30.71,3.09,5.14,2.0
27.39,3.11,4.76,3.0
26.15,2.98,4.81,3.0
24.59,3.25,4.55,2.0
25.72,3.45,4.92,2.0
26.43,2.94,5.14,2.0
22.48,3.29,4.23,2.0
24.86,3.42,4.64,3.0
25.25,3.13,4.62,1.0
23.2,3.05,4.22,2.0
22.34,3.04,4.0,2.0
22.93,2.89,4.04,2.0
22.63,3.09,3.8,2.0
24.39,3.06,4.05,3.0
24.28,2.98,3.97,2.0
23.54,3.14,3.8,2.0
23.9,2.8,3.95,2.0
21.62,2.83,3.49,2.0
22.22,2.65,3.5,3.0
20.12,2.71,3.16,2.0
20.52,2.45,3.19,3.0
18.69,2.02,2.85,2.0
15.26,2.5,2.3,3.0
19.59,2.68,2.88,3.0
22.21,2.45,3.12,1.0
21.32,2.17,2.87,2.0
20.15,1.95,2.55,3.0
18.91,2.05,2.29,3.0
20.25,1.87,2.41,3.0
18.73,1.92,2.19,2.0
6.26,2.92,0.46,1.0
9.82,3.65,0.41,2.0
9.37,4.29,0.43,3.0
8.5,3.57,0.32,2.0
9.3,3.73,0.27,3.0
10.64,4.8,0.26,3.0
3.37,4.78,0.19,2.0
3.73,5.64,0.21,3.0
5.17,4.88,0.21,1.0
